"sample_name","y","phat","method_name","dataset"
"subject448",1,1.024,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject451",0,0.037,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject452",1,1.019,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject454",1,0.942,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject455",0,-0.087,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject459",1,1.012,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject463",1,0.996,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject465",1,1.047,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject470",0,0.005,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject472",0,0.085,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject473",0,-0.002,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject474",1,1.019,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject478",1,0.916,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject480",1,0.959,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject482",0,-0.001,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject484",1,0.993,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject489",0,0.067,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject492",0,0.043,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject496",1,0.983,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject497",1,1.004,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject499",1,1.009,"diablo-full","sim-data_n-500_effect-2_sigma-def_corr-0.5"
"subject6",0,0.021,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject10",1,0.969,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject11",1,0.942,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject15",1,0.947,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject17",0,0.01,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject19",1,0.982,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject22",1,0.986,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject23",1,0.949,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject26",1,0.946,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject34",1,0.973,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject36",0,0.028,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject39",0,0.007,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject44",1,0.967,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject48",1,0.938,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject54",0,0.02,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject60",1,0.974,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject61",0,-0.014,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject64",1,0.92,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject67",1,0.954,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject68",0,0.012,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject71",0,0.061,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject73",1,0.974,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject76",1,0.94,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject80",0,0.024,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject82",1,0.907,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject92",0,0.056,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject93",1,0.935,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject94",1,0.939,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject98",0,0.054,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject99",0,-0.005,"diablo-full","sim-data_n-100_effect-2_sigma-indep_corr-0.5"
"subject3",0,-0.005,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject6",0,-0.052,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject8",1,0.937,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject13",1,0.932,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject15",0,0.071,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject16",0,0.018,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject20",1,0.904,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject21",1,0.919,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject25",1,0.983,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject32",0,0.034,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject34",1,0.931,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject37",0,0.049,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject40",1,0.972,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject45",1,0.98,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject54",1,0.978,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject57",1,0.982,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject58",1,0.881,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject64",0,-0.054,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject65",1,1.099,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject67",0,-0.011,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject69",0,-0.046,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject71",1,1.006,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject73",1,0.905,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject77",1,0.914,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject82",1,1.018,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject91",0,0.007,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject92",1,0.932,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject96",1,0.907,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject99",0,0.064,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject100",1,0.927,"diablo-full","sim-data_n-100_effect-2_sigma-def_corr-0.5"
"subject4",1,0.947,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject5",0,0.064,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject6",1,0.912,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject20",1,0.916,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject21",1,0.96,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject22",1,0.962,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject23",0,0.042,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject29",0,0.017,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject30",1,0.911,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject36",0,0.026,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject39",0,0.099,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject41",0,0.059,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject44",1,0.925,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject48",1,0.965,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"subject50",0,0.078,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0.5"
"TCGA.4Z.AA7M",1,0.649,"diablo-full","tcga-blca"
"TCGA.4Z.AA7Q",1,0.73,"diablo-full","tcga-blca"
"TCGA.4Z.AA89",1,0.543,"diablo-full","tcga-blca"
"TCGA.BT.A20W",0,0.666,"diablo-full","tcga-blca"
"TCGA.BT.A3PJ",1,0.731,"diablo-full","tcga-blca"
"TCGA.BT.A3PK",0,0.823,"diablo-full","tcga-blca"
"TCGA.CU.A3KJ",1,0.693,"diablo-full","tcga-blca"
"TCGA.CU.A72E",1,0.689,"diablo-full","tcga-blca"
"TCGA.DK.A1AA",1,0.594,"diablo-full","tcga-blca"
"TCGA.DK.A1AC",1,0.64,"diablo-full","tcga-blca"
"TCGA.DK.A2HX",1,0.794,"diablo-full","tcga-blca"
"TCGA.DK.A3IQ",1,0.867,"diablo-full","tcga-blca"
"TCGA.DK.A3IU",0,0.822,"diablo-full","tcga-blca"
"TCGA.DK.A3X1",1,0.666,"diablo-full","tcga-blca"
"TCGA.DK.A3X2",1,0.557,"diablo-full","tcga-blca"
"TCGA.DK.A6B1",0,0.537,"diablo-full","tcga-blca"
"TCGA.DK.A6B2",1,0.691,"diablo-full","tcga-blca"
"TCGA.DK.A6B5",1,0.663,"diablo-full","tcga-blca"
"TCGA.DK.A6B6",0,0.616,"diablo-full","tcga-blca"
"TCGA.DK.AA6M",0,0.776,"diablo-full","tcga-blca"
"TCGA.DK.AA6S",1,0.808,"diablo-full","tcga-blca"
"TCGA.E7.A7DU",1,0.514,"diablo-full","tcga-blca"
"TCGA.E7.A7DV",1,0.788,"diablo-full","tcga-blca"
"TCGA.FD.A3B6",0,0.741,"diablo-full","tcga-blca"
"TCGA.FD.A3B7",1,0.868,"diablo-full","tcga-blca"
"TCGA.FD.A3SJ",1,0.725,"diablo-full","tcga-blca"
"TCGA.FD.A3SM",1,0.702,"diablo-full","tcga-blca"
"TCGA.FD.A3SQ",1,0.801,"diablo-full","tcga-blca"
"TCGA.FD.A3SR",1,0.705,"diablo-full","tcga-blca"
"TCGA.FD.A43Y",1,0.781,"diablo-full","tcga-blca"
"TCGA.FD.A5BT",1,0.865,"diablo-full","tcga-blca"
"TCGA.FD.A5BX",1,0.843,"diablo-full","tcga-blca"
"TCGA.FD.A5C1",1,0.859,"diablo-full","tcga-blca"
"TCGA.FD.A6TA",1,0.674,"diablo-full","tcga-blca"
"TCGA.FD.A6TD",1,0.784,"diablo-full","tcga-blca"
"TCGA.FD.A6TG",1,0.754,"diablo-full","tcga-blca"
"TCGA.FD.A6TI",1,0.68,"diablo-full","tcga-blca"
"TCGA.FJ.A3ZF",1,0.456,"diablo-full","tcga-blca"
"TCGA.FT.A61P",1,0.806,"diablo-full","tcga-blca"
"TCGA.GC.A3YS",1,0.759,"diablo-full","tcga-blca"
"TCGA.GU.AATP",1,0.658,"diablo-full","tcga-blca"
"TCGA.GV.A6ZA",0,0.562,"diablo-full","tcga-blca"
"TCGA.HQ.A5ND",1,0.678,"diablo-full","tcga-blca"
"TCGA.K4.A3WS",1,0.827,"diablo-full","tcga-blca"
"TCGA.KQ.A41N",1,0.631,"diablo-full","tcga-blca"
"TCGA.KQ.A41Q",1,0.611,"diablo-full","tcga-blca"
"TCGA.UY.A78N",1,0.63,"diablo-full","tcga-blca"
"TCGA.XF.A8HD",1,0.74,"diablo-full","tcga-blca"
"TCGA.XF.A8HE",1,0.782,"diablo-full","tcga-blca"
"TCGA.XF.A8HG",1,0.542,"diablo-full","tcga-blca"
"TCGA.XF.A9SP",1,0.79,"diablo-full","tcga-blca"
"TCGA.XF.A9T0",1,0.624,"diablo-full","tcga-blca"
"TCGA.XF.A9T3",1,0.788,"diablo-full","tcga-blca"
"TCGA.XF.AAMH",1,0.678,"diablo-full","tcga-blca"
"TCGA.XF.AAMJ",1,0.806,"diablo-full","tcga-blca"
"TCGA.XF.AAMZ",1,0.641,"diablo-full","tcga-blca"
"TCGA.XF.AAN2",0,0.694,"diablo-full","tcga-blca"
"TCGA.XF.AAN7",1,0.659,"diablo-full","tcga-blca"
"TCGA.YF.AA3M",0,0.656,"diablo-full","tcga-blca"
"TCGA.ZF.A9R2",0,0.564,"diablo-full","tcga-blca"
"TCGA.ZF.AA53",0,0.818,"diablo-full","tcga-blca"
"TCGA.2F.A9KO",1,0.741,"diablo-full","tcga-blca"
"TCGA.2F.A9KR",1,0.668,"diablo-full","tcga-blca"
"TCGA.4Z.AA7O",0,0.572,"diablo-full","tcga-blca"
"TCGA.4Z.AA7S",1,0.579,"diablo-full","tcga-blca"
"TCGA.4Z.AA7Y",0,0.549,"diablo-full","tcga-blca"
"TCGA.5N.A9KI",1,0.697,"diablo-full","tcga-blca"
"TCGA.BL.A0C8",0,0.628,"diablo-full","tcga-blca"
"TCGA.BL.A13I",1,0.776,"diablo-full","tcga-blca"
"TCGA.BL.A13J",1,0.684,"diablo-full","tcga-blca"
"TCGA.BT.A0S7",1,0.749,"diablo-full","tcga-blca"
"TCGA.BT.A20J",0,0.748,"diablo-full","tcga-blca"
"TCGA.BT.A20O",1,0.849,"diablo-full","tcga-blca"
"TCGA.BT.A20P",1,0.591,"diablo-full","tcga-blca"
"TCGA.BT.A20Q",1,0.688,"diablo-full","tcga-blca"
"TCGA.BT.A20R",1,0.754,"diablo-full","tcga-blca"
"TCGA.BT.A20U",1,0.773,"diablo-full","tcga-blca"
"TCGA.BT.A20V",1,0.698,"diablo-full","tcga-blca"
"TCGA.BT.A42E",1,0.728,"diablo-full","tcga-blca"
"TCGA.C4.A0F6",1,0.611,"diablo-full","tcga-blca"
"TCGA.CF.A1HS",1,0.74,"diablo-full","tcga-blca"
"TCGA.CF.A3MG",0,0.468,"diablo-full","tcga-blca"
"TCGA.CF.A3MH",0,0.533,"diablo-full","tcga-blca"
"TCGA.CF.A3MI",0,0.548,"diablo-full","tcga-blca"
"TCGA.CF.A47T",0,0.525,"diablo-full","tcga-blca"
"TCGA.CF.A47V",0,0.553,"diablo-full","tcga-blca"
"TCGA.CF.A47Y",0,0.568,"diablo-full","tcga-blca"
"TCGA.CF.A5U8",0,0.515,"diablo-full","tcga-blca"
"TCGA.CF.A5UA",0,0.558,"diablo-full","tcga-blca"
"TCGA.CF.A8HY",0,0.531,"diablo-full","tcga-blca"
"TCGA.CF.A9FF",0,0.632,"diablo-full","tcga-blca"
"TCGA.CF.A9FM",0,0.568,"diablo-full","tcga-blca"
"TCGA.CU.A3QU",1,0.475,"diablo-full","tcga-blca"
"TCGA.CU.A3YL",1,0.62,"diablo-full","tcga-blca"
"TCGA.CU.A5W6",1,0.656,"diablo-full","tcga-blca"
"TCGA.DK.A1A3",1,0.744,"diablo-full","tcga-blca"
"TCGA.DK.A1A6",1,0.608,"diablo-full","tcga-blca"
"TCGA.DK.A1AD",1,0.65,"diablo-full","tcga-blca"
"TCGA.DK.A1AE",1,0.679,"diablo-full","tcga-blca"
"TCGA.DK.A1AG",1,0.582,"diablo-full","tcga-blca"
"TCGA.DK.A2I2",1,0.793,"diablo-full","tcga-blca"
"TCGA.DK.A2I4",1,0.802,"diablo-full","tcga-blca"
"TCGA.DK.A3WW",1,0.778,"diablo-full","tcga-blca"
"TCGA.DK.A3WY",1,0.917,"diablo-full","tcga-blca"
"TCGA.E7.A3X6",0,0.664,"diablo-full","tcga-blca"
"TCGA.E7.A3Y1",0,0.578,"diablo-full","tcga-blca"
"TCGA.E7.A519",0,0.613,"diablo-full","tcga-blca"
"TCGA.E7.A5KE",0,0.445,"diablo-full","tcga-blca"
"TCGA.E7.A5KF",0,0.481,"diablo-full","tcga-blca"
"TCGA.E7.A677",0,0.628,"diablo-full","tcga-blca"
"TCGA.E7.A8O7",0,0.6,"diablo-full","tcga-blca"
"TCGA.E7.A8O8",0,0.517,"diablo-full","tcga-blca"
"TCGA.FD.A3B3",1,0.859,"diablo-full","tcga-blca"
"TCGA.FD.A3B4",1,0.849,"diablo-full","tcga-blca"
"TCGA.FD.A3N5",0,0.748,"diablo-full","tcga-blca"
"TCGA.FD.A3N6",0,0.732,"diablo-full","tcga-blca"
"TCGA.FD.A3SP",1,0.902,"diablo-full","tcga-blca"
"TCGA.FD.A43N",1,0.649,"diablo-full","tcga-blca"
"TCGA.FD.A43U",1,0.78,"diablo-full","tcga-blca"
"TCGA.FD.A5BV",1,0.581,"diablo-full","tcga-blca"
"TCGA.FD.A5BZ",1,0.726,"diablo-full","tcga-blca"
"TCGA.FD.A62O",1,0.595,"diablo-full","tcga-blca"
"TCGA.FD.A6TK",1,0.837,"diablo-full","tcga-blca"
"TCGA.FJ.A3ZE",1,0.513,"diablo-full","tcga-blca"
"TCGA.G2.A2EF",0,0.735,"diablo-full","tcga-blca"
"TCGA.G2.A2EK",0,0.74,"diablo-full","tcga-blca"
"TCGA.G2.A2EL",0,0.673,"diablo-full","tcga-blca"
"TCGA.G2.A3IB",0,0.668,"diablo-full","tcga-blca"
"TCGA.G2.A3IE",0,0.57,"diablo-full","tcga-blca"
"TCGA.G2.AA3B",0,0.558,"diablo-full","tcga-blca"
"TCGA.GC.A3I6",1,0.712,"diablo-full","tcga-blca"
"TCGA.GD.A2C5",1,0.675,"diablo-full","tcga-blca"
"TCGA.GD.A3OQ",1,0.643,"diablo-full","tcga-blca"
"TCGA.GD.A3OS",0,0.77,"diablo-full","tcga-blca"
"TCGA.GD.A6C6",1,0.553,"diablo-full","tcga-blca"
"TCGA.GU.A764",0,0.817,"diablo-full","tcga-blca"
"TCGA.GU.A766",0,0.827,"diablo-full","tcga-blca"
"TCGA.GV.A3QI",1,0.55,"diablo-full","tcga-blca"
"TCGA.H4.A2HO",1,0.664,"diablo-full","tcga-blca"
"TCGA.K4.A3WV",0,0.673,"diablo-full","tcga-blca"
"TCGA.K4.A6FZ",1,0.746,"diablo-full","tcga-blca"
"TCGA.K4.A6MB",1,0.607,"diablo-full","tcga-blca"
"TCGA.K4.AAQO",1,0.739,"diablo-full","tcga-blca"
"TCGA.KQ.A41S",1,0.738,"diablo-full","tcga-blca"
"TCGA.LC.A66R",1,0.75,"diablo-full","tcga-blca"
"TCGA.LT.A8JT",0,0.549,"diablo-full","tcga-blca"
"TCGA.UY.A78L",1,0.726,"diablo-full","tcga-blca"
"TCGA.UY.A78M",1,0.659,"diablo-full","tcga-blca"
"TCGA.UY.A78O",0,0.62,"diablo-full","tcga-blca"
"TCGA.UY.A9PD",1,0.634,"diablo-full","tcga-blca"
"TCGA.XF.A8HC",1,0.5,"diablo-full","tcga-blca"
"TCGA.XF.A8HI",1,0.574,"diablo-full","tcga-blca"
"TCGA.XF.A9SH",0,0.628,"diablo-full","tcga-blca"
"TCGA.XF.A9SI",0,0.805,"diablo-full","tcga-blca"
"TCGA.XF.A9SL",1,0.896,"diablo-full","tcga-blca"
"TCGA.XF.A9SZ",1,0.732,"diablo-full","tcga-blca"
"TCGA.XF.AAME",0,0.885,"diablo-full","tcga-blca"
"TCGA.XF.AAMG",1,0.623,"diablo-full","tcga-blca"
"TCGA.XF.AAMT",1,0.801,"diablo-full","tcga-blca"
"TCGA.YC.A89H",0,0.654,"diablo-full","tcga-blca"
"TCGA.YC.A9TC",1,0.713,"diablo-full","tcga-blca"
"TCGA.ZF.A9R1",1,0.676,"diablo-full","tcga-blca"
"TCGA.ZF.A9RD",1,0.799,"diablo-full","tcga-blca"
"TCGA.ZF.AA4V",1,0.698,"diablo-full","tcga-blca"
"TCGA.ZF.AA4W",1,0.785,"diablo-full","tcga-blca"
"TCGA.ZF.AA52",1,0.781,"diablo-full","tcga-blca"
"TCGA.ZF.AA54",1,0.806,"diablo-full","tcga-blca"
"TCGA.GU.AATO",1,0.717,"diablo-full","tcga-blca"
"subject4",0,0.047,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject5",1,0.946,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject6",0,-0.015,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject20",0,0.036,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject23",0,0.047,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject24",1,0.992,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject26",0,0.036,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject31",1,1.009,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject32",0,0,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject34",0,0.086,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject36",1,0.978,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject40",1,0.964,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject42",0,0.056,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject46",1,0.96,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject49",0,0.071,"diablo-full","sim-data_n-50_effect-2_sigma-indep_corr-0"
"subject4",0,0.084,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject5",1,0.89,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject8",0,0.076,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject17",0,0.053,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject19",0,0.091,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject20",1,0.883,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject24",0,0.092,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject28",0,0.078,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject29",1,0.867,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject35",1,0.876,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject38",1,0.977,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject40",1,0.892,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject42",0,0.142,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject46",0,0.054,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject50",0,0.105,"diablo-full","sim-data_n-50_effect-2_sigma-def_corr-1"
"subject1",0,0.032,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject2",0,0.028,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject9",1,0.995,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject12",1,0.971,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject15",0,-0.043,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject16",1,0.989,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject24",0,-0.025,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject30",1,1.004,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject31",1,0.976,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject36",1,1.016,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject40",1,0.974,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject44",1,0.992,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject45",1,1.01,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject46",0,0.02,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject47",1,0.986,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject48",0,0.036,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject51",1,0.949,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject52",1,1.007,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject57",0,0.005,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject61",1,0.993,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject73",1,0.974,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject74",0,0.045,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject81",1,0.981,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject83",0,0.008,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject84",0,-0.025,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject85",1,0.995,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject88",1,0.975,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject93",1,0.999,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject94",1,0.986,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject98",1,1.004,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject99",1,1,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject102",0,0.025,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject103",0,0.02,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject109",0,0,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject112",0,0.006,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject114",1,0.991,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject116",1,0.975,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject118",0,0.057,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject121",1,1,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject122",0,0.012,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject123",1,0.972,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject127",1,0.991,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject132",1,1.007,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject141",1,0.997,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject142",0,0.011,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject143",1,0.97,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject146",1,0.931,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
"subject147",0,0.007,"diablo-full","sim-data_n-500_effect-2_sigma-indep_corr-0.5"
